product_id,product_name,sku,current_barcode,current_barcode_status,candidate_gtin,gtin_type,check_digit_valid,evidence_class,evidence_source,evidence_url_or_reference,market,confidence,proposed_action,human_review_required,notes
"36d0b0c2-7cb2-4b27-8317-24b9e4842814","Baby Oats Health Paradise","BY-HTP-GEN","BY-HTP-GEN","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"119ebe7e-50c8-4916-9a38-8bccfebde485","Bashundhara Facial tissue box 100pcs","PC-BSH-GEN-2","PC-BSH-GEN-2","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"a93e393a-801d-4515-99ac-49feb0a3ed74","Bashundhara Facial tissue box 120pcs","PC-BSH-GEN-1","PC-BSH-GEN-1","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"2cc1c0bf-d2c0-47d6-9e90-e8d4df02a666","Bashundhara Facial tissue box 150pcs","PC-BSH-GEN","PC-BSH-GEN","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"0d968da5-eb17-4900-a6bf-19e7f627069d","Bashundhara Hand Towel 250 Box","PC-BSH-GEN-6","PC-BSH-GEN-6","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"b19d0292-620d-40f5-9f14-b9f9d5933305","Bashundhara Hand Towel 250 Poly","PC-BSH-GEN-7","PC-BSH-GEN-7","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"37c4d144-19d6-4792-a471-0553481e71df","Bashundhara Hand Towel White 150pcs","PC-BSH-GEN-8","PC-BSH-GEN-8","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"1e21b135-feaf-400a-8be8-a92deb3150e3","Bashundhara Kitchen Towel","PC-BSH-KTL","PC-BSH-KTL","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"41d82818-c419-48dc-bece-75176b093186","Bashundhara Paper Napkin 100 sheets","PC-BSH-GEN-5","PC-BSH-GEN-5","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"3ff58ec3-01fd-454d-9344-329f2edf1e7e","Bashundhara Pocket Tissue Wallet (Per Hanger)","PC-BSH-PTT","PC-BSH-PTT","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"68a10007-7e01-4bed-b0de-89c4720392b6","Bashundhara Restaurant Napkin","PC-BSH-RNP","PC-BSH-RNP","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"4072b5b2-04a4-410d-8541-137dd82243d1","Bashundhara Toilet Tissue (Gold)","PC-BSH-GEN-4","PC-BSH-GEN-4","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"ac215b8e-3ff6-4210-89b2-56f0835fe66d","Bashundhara Toilet Tissue (White)","PC-BSH-GEN-3","PC-BSH-GEN-3","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"5d15bf02-ed02-4187-8b62-bca3f235f54f","Basmati (Golden) Banglamoti Loose","RG-BSM-LSE","RG-BSM-LSE","LEGACY_SKU_COPY","","","false","NO_GTIN_FOR_STORE_SOLD_UNIT","Store bulk or loose commodity unit","catalog-identity","Bangladesh","HIGH","PRESERVE_INTERNAL_SKU","true","Lucky Store created loose consumer unit; no individual retail GTIN for this store-sold unit"
"2fd8270d-63ea-4c6e-965c-3673f83b305e","Bellame Peanut Bite Cookies 240g","BC-BLM-PNB-240G","BC-BLM-PNB-240G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"de52edb0-861b-435d-9b7f-ea898b25a112","BelleAme Butter Toast 200g","BC-BLM-BTT-200G","BC-BLM-BTT-200G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"454c2304-e8b0-438f-9782-7fe677c2d490","BelleAme Choco Little Cookies 240g","BC-BLM-CHL-240G","BC-BLM-CHL-240G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"4d20b020-9cd3-4e9d-bada-df2b1fd9e839","BelleAme Chocolate Digestive 135g","BC-BLM-CHD-135G","BC-BLM-CHD-135G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"d2edf551-65b6-4c3b-a034-7ae486761d04","BelleAme Chocolate Fondue Cookie 176g","BC-BLM-CHF-176G","BC-BLM-CHF-176G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"2326e34f-8852-4c53-9b56-2111af41aca9","BelleAme Digestive Biscuit 135g","BC-BLM-DGB-135G","BC-BLM-DGB-135G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"bc7db269-4df6-47cd-933a-2404d446ee7b","Boost Standard Jar 400g","BV-BST-SJ-400G","BV-BST-SJ-400G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"dff50278-b007-4e5e-a8fa-11dd93a23675","Bourbon Cookies -Classic Pack","BC-BRB-GEN","BC-BRB-GEN","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"f49fa080-07f8-4ec3-926a-6f64e315802f","Buldak Ramen 2x Spicy","NOO-BUL-DSP","NOO-BUL-DSP","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"315a1ef1-49ef-470e-a0ff-818aa0400739","Buldak Ramen 3x Spicy","NOO-BUL-3XS","NOO-BUL-3XS","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"0c815bf1-c506-44f5-88dd-b504db60d7af","Buldak Ramen Cheese Cup","NOO-BUL-CHE-CUP","NOO-BUL-CHE-CUP","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"e04a2efd-9a26-411a-9984-eaf227f72cdc","Buldak Ramen Cream Carbonara","NOO-BUL-CCA","NOO-BUL-CCA","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"b79a6606-3eb8-425e-bf53-57c5788dc7ea","Buldak Ramen Noodles 2x Spicy Cup","NOO-BUL-2XS","NOO-BUL-2XS","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"8169739f-dd49-4588-928e-837a22faa388","Buldak Ramen Original","NOO-BUL-ORG","NOO-BUL-ORG","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"4bbb76d4-f058-430f-9fd1-87db15d71b5c","Buldak Ramen Original Cup","NOO-BUL-ORG-CUP","NOO-BUL-ORG-CUP","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"7fd83cfc-2eac-45d1-aa90-0002ca5a0222","Buldak Ramen Quattro Cheese","NOO-BUL-QTC","NOO-BUL-QTC","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"841b013d-e7bd-46a6-9e69-282f84aa2781","Buldak Ramen Rose ","NOO-BUL-ROS","NOO-BUL-ROS","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"a3f0d8a1-38f0-4c04-b2fc-e83f930dce35","Cadbury Cocoa Powder Packet - 125g","BK-CDB-CCP-125G","BK-CDB-CCP-125G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"c9296295-c7b3-4e3d-8d3b-bc940de8438f","Center Fresh Chewing Gum","CC-CTR-GEN","CC-CTR-GEN","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"2beb6159-4f20-4d34-9a08-a15020ecf4c9","Chicken Sticks -1","SN-CHK-CST","SN-CHK-CST","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"8acb5ba5-b086-4ba4-9ebd-19c1997b1ea2","Chocolate Plus - Classic Pack","BC-CHC-CHL","BC-CHC-CHL","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"7f83c14e-0e3f-4ffa-bac2-14723131c257","Chona Boot","CK-CHN-GEN","CK-CHN-GEN","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"a73e0ab5-00e9-4a1c-b8fa-e74a23d4814d","Chupa Chups Best of Lollipops (6Pcs Bundle) - 72g","CC-CHP-GEN-72G","CC-CHP-GEN-72G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"6556d8e2-ab67-44cf-a0aa-e4c614824531","Clear Shampoo Anti Hair Fall 330ml","PC-CLR-AHF-330ML","PC-CLR-AHF-330ML","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"84c251ea-7942-4131-8048-2a8bc68ea76a","Clear Shampoo Complete Active Care 170ml","PC-CLR-CAC-170ML","PC-CLR-CAC-170ML","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"c91b3c32-6fb2-4cb8-9fa7-e102965a9f95","Clear Shampoo Complete Active Care 330ml","PC-CLR-CAC-330ML","PC-CLR-CAC-330ML","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"a3532e8f-0c4e-4edf-b43c-3aa9e9ad4aaa","Clear Shampoo Complete Active Care 5.5ml","PC-CLR-CAC-55ML","PC-CLR-CAC-55ML","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"2ebcbd41-fe91-4277-8a5e-054e13e34e1e","Clear Shampoo Cool Sport Menthol 170ml","PC-CLR-CSM-170ML","PC-CLR-CSM-170ML","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"d795a5c1-76c3-4c12-aef2-cc37fbfed256","Clear Shampoo Cool Sport Menthol 330ml","PC-CLR-CSM-330ML","PC-CLR-CSM-330ML","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"a1f582a3-96fc-47a7-ae62-b3117b537773","Clear Shampoo Cool Sport Menthol 5ml","PC-CLR-CSM-5ML","PC-CLR-CSM-5ML","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"896fe7cd-638a-4bd9-b1c0-29261de51c68","Clear Shampoo Cool Sport Menthol 80ml","PC-CLR-CSM-80ML","PC-CLR-CSM-80ML","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"1bc11b33-6a19-4245-8ef1-261179725a21","Close Up Menthol Fresh Toothpaste 145g","PC-CLU-GEN-145G","PC-CLU-GEN-145G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"ca9bad3d-d209-42b4-93b9-465705f89e5c","Close Up Menthol Fresh Toothpaste 38g","PC-CLU-GEN-38G","PC-CLU-GEN-38G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"344b2fe8-9de3-4338-874d-d29c679bec66","Close Up Menthol Fresh Toothpaste 7g","PC-CLU-GEN-7G","PC-CLU-GEN-7G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"70cd1163-32c8-47f9-a2e0-b62b57865827","Close Up Menthol Fresh Toothpaste 85g","PC-CLU-GEN-85G","PC-CLU-GEN-85G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"c1c42ee6-7bad-4306-a7f6-546208d97862","Close Up Toothpaste Sea Salt 140g","PC-CLU-GEN-140G","PC-CLU-GEN-140G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"e4aa82b7-db5f-4f75-85e2-f7080dd7ad8d","Coffee Bite Jar","TC-CFE-GEN","TC-CFE-GEN","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"ed4f74c8-0f74-47f0-94e2-a6f874f83f80","Cooking Oil 1L","OIL-001","OIL-001","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"4dc60601-5883-4ab4-98a7-d5e8b1ca8adb","Dairy Milk 10gm","CC-CDM-GEN","CC-CDM-GEN","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"4741d809-f52c-4561-8b24-c5d8f6bd2776","Dairy Milk 18gm","CC-CDM-GEN-18G","CC-CDM-GEN-18G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"a4914d84-6932-40f3-83bb-8c03d745bdaa","Dairy Milk 40gm","CC-CDM-GEN-40G","CC-CDM-GEN-40G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"9e70a7e1-34f3-4d1b-8d98-add2c1e5f917","Dairy Milk Bubbly 46gm","CC-CDM-GEN-46G","CC-CDM-GEN-46G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
"c95cbb89-4fcb-42ea-95e9-2f6ab979458f","Dairy Milk Crispello 19gm","CC-CDM-GEN-19G","CC-CDM-GEN-19G","LEGACY_SKU_COPY","","","false","GTIN_NOT_VERIFIED","","","Bangladesh","LOW","AWAIT_PHYSICAL_PACK_INSPECTION","true","Legacy SKU copy in barcode field; physical pack inspection in store required to record actual manufacturer EAN/UPC"
